ActivoN,C8Est_w,CAR_IRR_3A6,P_ROA,P_DEP_ARS_RATE,P_LOANS_ARS_RATE_W,APRSpNF_RATE_W,APR_USD_RATE,APR_RATE_W,GDP_D_Q,ARG_YTM
145481.328125,8.69608211517334,6.826666831970215,6.266666412353516,4.2266669273376465,33.06999969482422,0,1.5453717708587646,86.6782455444336,1.351457563598089,9.46998405456543
171122,9.776293754577637,5.720000267028809,0.8250000476837158,4.864999771118164,13.444999694824219,39.71064758300781,16.965543746948242,56.90068435668945,1.351457563598089,9.46998405456543
337455.34375,5.5069732666015625,9.283332824707031,1.0699999332427979,1.753333330154419,16.856666564941406,5.695188045501709,10.699568748474121,38.18727493286133,1.351457563598089,9.46998405456543
160576.328125,12.38504695892334,5.686666488647461,-0.21333333849906921,6.230000019073486,27.296667098999023,0,40.53166961669922,40.41008377075195,1.351457563598089,9.46998405456543
402950.65625,15.150915145874023,1.003333330154419,-8.103333473205566,2.5166666507720947,13.963333129882813,0,77.37227630615234,44.81181335449219,1.351457563598089,9.46998405456543
27968.333984375,43.21879577636719,19.170000076293945,-0.27000001072883606,10.324999809265137,35.48999786376953,0,32.584049224853516,63.27171325683594,1.351457563598089,9.46998405456543
3425904.25,8.059557914733887,6.859999656677246,0.6299999952316284,4.975000381469727,18.329999923706055,3.159535845043138e-5,60.598663330078125,61.25668716430664,1.351457563598089,9.46998405456543
225712,15.8596830368042,1.0766667127609253,2.240000009536743,7.303333282470703,19.753334045410156,29.33131980895996,57.24077606201172,34.48441696166992,1.351457563598089,9.46998405456543
8987331,10.396939277648926,2.7866666316986084,4.063333511352539,4.293333530426025,20.81999969482422,11.55901050567627,74.939178466796875,46.97255325317383,1.351457563598089,9.46998405456543
972232.3125,6.957025051116943,0.10333333164453506,-0.19333334267139435,13.454999923706055,9.276666641235352,0,70.93756103515625,19.08364486694336,1.351457563598089,9.46998405456543
5910574.5,8.186149597167969,5.483333587646484,2.0999999046325684,14.335000038146973,21.84666633605957,0,70.61454010009766,50.88801574707031,1.351457563598089,9.46998405456543
62932.33203125,17.075550079345703,3.370000123977661,-2.256666660308838,4.043333053588867,20.989999771118164,0,73.703582763671875,54.16850662231445,1.351457563598089,9.46998405456543
25464.666015625,14.576911926269531,7.8433332443237305,2.1499998569488525,11.369999885559082,33.13500213623047,0,38.540714263916016,63.190452575683594,1.351457563598089,9.46998405456543
129104.3359375,18.734235763549805,2.2333333492279053,0.3766666650772095,6.940000057220459,18.066665649414063,0,43.6618766784668,64.27850341796875,1.351457563598089,9.46998405456543
558828,11.056934356689453,0.6666666269302368,0.3100000023841858,4.9666666984558105,9.776666641235352,0,62.71190643310547,62.23586654663086,1.351457563598089,9.46998405456543
147562,5.219430446624756,10.869999885559082,0.44999998807907104,1.7899999618530273,18.299999237060547,0,33.5007438659668,16.12506866455078,1.351457563598089,9.46998405456543
408624,6.817440986633301,33.04999923706055,-5.760000228881836,3.3966665267944336,19.260000228881836,4.417233943939209,34.50413513183594,54.97447967529297,1.351457563598089,9.46998405456543
249642,11.57552433013916,3.629999876022339,0.8799999952316284,6.413333415985107,19.6733341217041,11.571371078491211,76.91507720947266,69.47686767578125,1.351457563598089,9.46998405456543
886146,9.484893798828125,5.453333377838135,-0.03999999910593033,2.934999942779541,14.460000038146973,0,65.32554626464844,54.27388000488281,1.351457563598089,9.46998405456543
157893.328125,21.25330924987793,0,0.7333333492279053,7.725000381469727,11.576666831970215,0,57.6510009765625,22.18555450439453,1.351457563598089,9.46998405456543
5130,24.10205078125,3.1633334159851074,-0.9833333492279053,12.273333549499512,43.20333480834961,0,25.942134857177734,56.87082290649414,1.351457563598089,9.46998405456543
119420,12.57987117767334,49.52666473388672,1.153333306312561,2.5466666221618652,24.663333892822266,0.1059885323047638,2.607659101486206,36.663177490234375,1.351457563598089,9.46998405456543
20480.666015625,25.029279708862305,1.806666612625122,3.306666612625122,6.793333530426025,49.11000061035156,0,0.5600759983062744,45.72180938720703,1.351457563598089,9.46998405456543
364374.65625,9.899354934692383,6.239999771118164,0.753333330154419,7.836666584014893,16.606666564941406,0,76.60090637207031,58.66520690917969,1.351457563598089,9.46998405456543
167633.671875,9.098909378051758,0.1733333319425583,5.066666603088379,3.056666612625122,22.40333366394043,35.716041564941406,63.51127243041992,52.76053237915039,1.351457563598089,9.46998405456543
2334193.75,8.681962013244629,17.59000015258789,0.5399999618530273,2.9833333492279053,24.796667098999023,28.109649658203125,54.74835968017578,48.29057693481445,1.351457563598089,9.46998405456543
117008.3359375,18.81304359436035,7.993333339691162,0.8266666531562805,2.990000009536743,30.976667404174805,0,64.82903289794922,49.47566604614258,1.351457563598089,9.46998405456543
1502598.625,5.564859390258789,0,-1.3733333349227905,1.274999976158142,14.583333969116211,0,90.10542297363281,7.501276016235352,1.351457563598089,9.46998405456543
1706143,10.928962707519531,7.646666526794434,1.5499999523162842,4.25,28.543333053588867,0.09016990661621094,56.83607864379883,59.06273651123047,1.351457563598089,9.46998405456543
3774876.25,63.36149978637695,11.864999771118164,2.8399999141693115,0.824999988079071,9.180000305175781,6.571464538574219,29.293746948242188,84.3697280883789,1.351457563598089,9.46998405456543
55452,11.985024452209473,9.399999618530273,1.0766665935516357,10.643333435058594,28.883333206176758,0,56.938682556152344,63.199954986572266,1.351457563598089,9.46998405456543
100647.6640625,10.014111518859863,33.64666748046875,-0.6299999952316284,3.069999933242798,24.066665649414062,2.278055191040039,42.79518508911133,32.4361686706543,1.351457563598089,9.46998405456543
14951,24.554271697998047,10.926666259765625,1.3899999856948853,6.546666622161865,45.33000183105469,0,19.895845413208008,57.352561950683594,1.351457563598089,9.46998405456543
43591.33203125,61.10181427001953,9.920000076293945,6.87333345413208,0.5633333325386047,31.34000015258789,0,86.95799255371094,26.047157287597656,1.351457563598089,9.46998405456543
37822.66796875,27.1466064453125,6.933333396911621,5.523333549499512,9.516666412353516,35.69333267211914,0,17.810466766357422,67.23262786865234,1.351457563598089,9.46998405456543
1341818,11.405038833618164,0,1.34333336353302,5.864999771118164,9.91333293914795,0,80.964599609375,22.80030632019043,1.351457563598089,9.46998405456543
327772.34375,9.747841835021973,5.25,0.699999988079071,4.679999828338623,33.220001220703125,0,99.94981384277344,90.950164794921875,1.351457563598089,9.46998405456543
259264,26.135080337524414,11.046667098999023,5.480000019073486,7.003333568572998,37.24333190917969,0,34.304588317871094,63.81534194946289,1.351457563598089,9.46998405456543
408641.34375,12.39882755279541,33.926666259765625,2.5266666412353516,2.930000066757202,20.18000030517578,12.852932929992676,52.827911376953125,49.77835464477539,1.351457563598089,9.46998405456543
6295886.5,12.703871726989746,1.7200000286102295,2.013333320617676,3.200000047683716,20.713333129882812,3.4865846633911133,58.47991180419922,39.561954498291016,1.351457563598089,9.46998405456543
199133,17.352157592773438,4.470000267028809,0.6600000262260437,9.65333366394043,19.646665573120117,15.679469108581543,36.8337516784668,42.56950378417969,1.351457563598089,9.46998405456543
130146.3359375,14.956877708435059,3.3333332538604736,2.43666672706604,1.1833332777023315,27.670000076293945,0,9.504779815673828,46.934452056884766,1.351457563598089,9.46998405456543
1927648.375,2.251455068588257,29.003334045410156,-7.206666469573975,3.8600001335144043,12.606666564941406,29.427762985229492,38.19538497924805,39.24871826171875,1.351457563598089,9.46998405456543
260745.328125,36.05573654174805,17.209999084472656,5.076666831970215,6.316666603088379,33.7933349609375,0,57.22275161743164,56.050315856933594,1.351457563598089,9.46998405456543
252176.328125,4.507759094238281,9.41333293914795,0.8799999952316284,0.5,9.649999618530273,46.00986099243164,8.993144989013672,20.089515686035156,1.351457563598089,9.46998405456543
15007893,13.29762077331543,17.27666664123535,0.5133333206176758,2.5899999141693115,9.74666690826416,8.4645233154296875,65.64335632324219,53.78559494018555,1.351457563598089,9.46998405456543
73097,15.57004165649414,19.746665954589844,0.9166666865348816,10.41333293914795,34.71666717529297,0,39.815673828125,59.67842102050781,1.351457563598089,9.46998405456543
6234971.5,5.952502250671387,2.0333333015441895,-0.2199999988079071,23.369998931884766,17.3700008392334,2.568608522415161,69.790435791015625,54.655696868896484,1.351457563598089,9.46998405456543
930857.6875,11.080525398254395,7.340000152587891,0.4633333384990692,3.859999895095825,25.56333351135254,0,58.65872573852539,56.59838104248047,1.351457563598089,9.46998405456543
1203812.375,9.010419845581055,4.659999847412109,0.8700000047683716,6.486666679382324,18.543333053588867,0,44.697608947753906,43.91859817504883,1.351457563598089,9.46998405456543
44233.66796875,30.255939483642578,8.023332595825195,4.796666622161865,8.066666603088379,35.81999969482422,0,34.28870391845703,56.911659240722656,1.351457563598089,9.46998405456543
1562046.625,5.5966997146606445,3.236666679382324,-0.3400000035762787,4.056666374206543,12.813333511352539,0,70.60041809082031,34.738494873046875,1.351457563598089,9.46998405456543
311491.65625,10.021454811096191,7.930000305175781,3.9533333778381348,4.356666564941406,21.760000228881836,0,99.74422454833984,82.46009826660156,1.351457563598089,9.46998405456543
11668095,11.820058822631836,13.25666618347168,1.056666612625122,4.019999980926514,20.293333053588867,30.25843048095703,72.1124038696289,59.691368103027344,1.351457563598089,9.46998405456543
1133672,8.052610397338867,20.899999618530273,0.26999998092651367,5.28000020980835,22.393333435058594,0.028830256313085556,75.28437805175781,49.39070510864258,1.351457563598089,9.46998405456543
237735.328125,9.400392532348633,11.013333320617676,0.6700000166893005,3.3533332347869873,11.609999656677246,10.4636869430542,46.61707305908203,46.478271484375,1.351457563598089,9.46998405456543
2665448,7.736062049865723,3.9833333492279053,0.9233333468437195,7.366666316986084,20.02666664123535,0,60.321128845214844,67.40870666503906,1.351457563598089,9.46998405456543
329662.65625,5.755618095397949,3.0899999141693115,10.84999942779541,4.49666690826416,26.739999771118164,11.0935697555542,36.58491134643555,35.22898864746094,1.351457563598089,9.46998405456543
179556,12.408805847167969,9.933333396911621,-6.849999904632568,6.886666774749756,34.45333480834961,0,74.93898010253906,57.57685089111328,1.351457563598089,9.46998405456543
399016.34375,18.127098083496094,25.78333282470703,1.8199999332427979,14.166666984558105,17.03499984741211,2.0509703159332275,60.6799201965332,63.107723236083984,1.351457563598089,9.46998405456543
11198256,9.356038093566895,4.246666431427002,1.40666663646698,3.4733333587646484,15.693333625793457,22.444536209106445,75.05500030517578,47.064327239990234,1.351457563598089,9.46998405456543
216337,20.894264221191406,10.446666717529297,0.3866666555404663,5.193333625793457,13.636666297912598,0,59.22694396972656,29.92551612854004,1.351457563598089,9.46998405456543
3605086.25,5.555602550506592,4.636666774749756,0.32999998331069946,4.933333396911621,14.696666717529297,0,76.788848876953125,32.54920959472656,1.351457563598089,9.46998405456543
319579.34375,17.655366897583008,0.7333333492279053,-3.9649999141693115,5.059999942779541,40.230003356933594,0,23.13153076171875,7.927641868591309,1.351457563598089,9.46998405456543
607478.3125,10.627179145812988,0,-0.1599999964237213,2.2266666889190674,15.833333015441895,0,70.529052734375,40.906192779541016,1.351457563598089,9.46998405456543
97299.3359375,5.545031547546387,27.60333251953125,-1.8866666555404663,8.646666526794434,21.856666564941406,0.006430633831769228,2.3351361751556396,55.832366943359375,1.351457563598089,9.46998405456543
1127966.625,12.159770011901855,10.149999618530273,-2.5266666412353516,5.693333625793457,21.46000099182129,1.5169753169175237e-4,71.41382598876953,58.50575256347656,1.351457563598089,9.46998405456543
58540,44.55054473876953,0.6200000047683716,-0.3333333134651184,1.7050000429153442,15.199999809265137,0,90.32307434082031,77.04097747802734,1.351457563598089,9.46998405456543
275698.65625,6.82797908782959,0.4166666567325592,3.619999885559082,2.3299999237060547,20.22333335876465,0.37187114357948303,45.85271072387695,60.600589752197266,1.351457563598089,9.46998405456543
810572.3125,8.426750183105469,6.179999828338623,-0.0033333327155560255,4.740000247955322,15.643333435058594,0.9122946262359619,66.12010955810547,68.493865966796875,1.351457563598089,9.46998405456543
90897.6640625,15.16170883178711,16.809999465942383,0.9199999570846558,5.2133331298828125,21.100000381469727,0,57.59952163696289,69.2814712524414,1.351457563598089,9.46998405456543
3753820.75,11.694903373718262,11.510000228881836,1.2599999904632568,6.099999904632568,18.53999900817871,7.944758892059326,75.09029388427734,66.35491180419922,1.351457563598089,9.46998405456543
290658.34375,8.871889114379883,8.140000343322754,0.7066666483879089,3.8266665935516357,23.85333251953125,0,65.57279205322266,60.126529693603516,1.351457563598089,9.46998405456543
416400.34375,6.040248870849609,16.43000030517578,-4.896666526794434,3.993333339691162,25.729999542236328,0.7922888994216919,40.451229095458984,32.18883514404297,1.351457563598089,9.46998405456543
309077.34375,11.606181144714355,10.930000305175781,-1.256666660308838,2.4733333587646484,20.43000030517578,0,54.53641128540039,66.24139404296875,1.351457563598089,9.46998405456543
59557.66796875,12.854029655456543,24.3799991607666,-1.1066666841506958,4.816666603088379,24.866666793823242,0.07029250264167786,58.18967819213867,53.47731018066406,1.351457563598089,9.46998405456543
331691,7.393285274505615,8.273333549499512,-2.3466665744781494,3.566666603088379,27.059999465942383,1.4733741283416748,63.961849212646484,42.38878631591797,1.351457563598089,9.46998405456543
415115.34375,11.126426696777344,13.193333625793457,1.1733332872390747,2.633333206176758,27.1733341217041,0.9269084334373474,55.566078186035156,57.401390075683594,1.351457563598089,9.46998405456543
146985.671875,14.675944328308105,1.4533333778381348,2.18666672706604,3.7933332920074463,9.74333381652832,0,56.053733825683594,63.3970832824707,1.351457563598089,9.46998405456543
19990,12.751376152038574,19.293333053588867,-0.753333330154419,4.866666793823242,31.41666603088379,0,49.41539764404297,45.35267639160156,1.351457563598089,9.46998405456543
447369,20.860200881958008,74.26000213623047,5.730000019073486,6.053333282470703,22.843332290649414,6.468796730041504,38.66360855102539,47.099365234375,1.351457563598089,9.46998405456543
345169.65625,13.33731746673584,7.519999980926514,0.06000000238418579,2.8966665267944336,16.636667251586914,3.817096710205078,46.6913948059082,67.7794189453125,1.351457563598089,9.46998405456543
3023565.75,8.114997863769531,10.306666374206543,-0.2800000309944153,3.676666736602783,29.440000534057617,26.930908203125,67.673919677734375,68.69276428222656,1.351457563598089,9.46998405456543
432987,15.781323432922363,12.333333015441895,3.2166666984558105,5.256666660308838,34.66999816894531,0.07870671898126602,50.44322967529297,58.13695526123047,1.351457563598089,9.46998405456543
129533.3359375,10.910239219665527,20.373332977294922,-2.7333333492279053,4.446666717529297,26.35999870300293,0,81.64836883544922,53.363075256347656,1.351457563598089,9.46998405456543
294023.65625,8.290057182312012,9.84666633605957,1.0233333110809326,6.396666526794434,26.299999237060547,2.5538649559020996,44.96871566772461,58.753578186035156,1.351457563598089,9.46998405456543
19603,21.435495376586914,15.153332710266113,-0.9300000071525574,6.446666717529297,25.549999237060547,0,85.7099609375,50.5840950012207,1.351457563598089,9.46998405456543
518660.34375,12.342933654785156,19.510000228881836,-5.440000057220459,3.423333168029785,25.393333435058594,0.860750675201416,48.23693084716797,53.08523941040039,1.351457563598089,9.46998405456543
25332,19.078636169433594,5.256666660308838,0.9666666388511658,4.333333492279053,45.5,0,99.74578094482422,55.90163040161133,1.351457563598089,9.46998405456543
918023,13.339998245239258,6.536666393280029,0.9833333492279053,7.180000305175781,15.800000190734863,0,64.58971405029297,43.2663459777832,1.351457563598089,9.46998405456543
1947134.625,6.475110054016113,11.640000343322754,-1.5,5.293333053588867,17.393333435058594,7.234681129455566,70.188629150390625,54.38231658935547,1.351457563598089,9.46998405456543
1083668.375,14.27164363861084,10.6899995803833,1.1050000190734863,3.364999771118164,31.474998474121094,0.0030931993387639523,56.335960388183594,63.59339141845703,1.351457563598089,9.46998405456543
682130.6875,8.254388809204102,20.600000381469727,0.41999998688697815,4.106666564941406,18.470001220703125,20.39731788635254,38.67618179321289,57.29145050048828,1.351457563598089,9.46998405456543
584994,11.567296028137207,16.573333740234375,0.07666666060686111,6.356666564941406,19.1733341217041,3.5479631423950195,69.89647674560547,57.23966598510742,1.351457563598089,9.46998405456543
1570629.375,9.917035102844238,5.646666526794434,1.0099999904632568,3.763333320617676,21.566667556762695,0.001282398123294115,60.80294418334961,62.14725112915039,1.351457563598089,9.46998405456543
1323889,10.329179763793945,14.99666690826416,0.8233333230018616,5.736666679382324,28.720001220703125,4.672723770141602,50.67573547363281,49.894954681396484,1.351457563598089,9.46998405456543
499811.65625,19.14488410949707,11.84000015258789,3.0933334827423096,3.6066665649414062,42.01333236694336,0,54.666629791259766,50.757179260253906,1.351457563598089,9.46998405456543
324618.65625,6.04214334487915,18.206666946411133,0.07999999821186066,5.289999961853027,26.65333366394043,0,72.538909912109375,44.78689193725586,1.351457563598089,9.46998405456543
540650,6.852731227874756,40.41666793823242,-9.043333053588867,7.076666831970215,13.229999542236328,0,89.611785888671875,42.726383209228516,1.351457563598089,9.46998405456543
34786,14.413317680358887,21.476667404174805,-1.3933333158493042,5.026666641235352,27.09000015258789,0,43.755245208740234,56.738285064697266,1.351457563598089,9.46998405456543
340749.34375,15.287436485290527,1.0366666316986084,0.5299999713897705,1.4833333492279053,11.739999771118164,1.6161938905715942,67.209075927734375,35.6860237121582,1.351457563598089,9.46998405456543
32050.333984375,46.0306510925293,11.969999313354492,-1.7766666412353516,0.2933333218097687,16.31999969482422,0,83.24921417236328,68.654510498046875,1.351457563598089,9.46998405456543
87636,47.005950927734375,3.869999885559082,1.3266667127609253,0.30666667222976685,25.446666717529297,0,94.62213897705078,57.00241470336914,1.351457563598089,9.46998405456543
923941,14.351366996765137,4.013333320617676,-0.07999999821186066,8.183333396911621,8.069999694824219,1.5057883262634277,83.06483459472656,39.71364974975586,1.351457563598089,9.46998405456543
466680.65625,5.936642646789551,1.7233333587646484,-0.47999998927116394,0.6399999856948853,9.3100004196167,0,80.02313232421875,17.834747314453125,1.351457563598089,9.46998405456543
6352,40.884761810302734,2.56333327293396,2.246666669845581,6.0933332443237305,29.766666412353516,0,14.209827423095703,59.27267074584961,1.351457563598089,9.46998405456543
25803,14.502189636230469,12.350000381469727,-0.26999998092651367,11.15666675567627,27.536666870117188,0,77.00111389160156,52.33887481689453,1.351457563598089,9.46998405456543
19921,24.205612182617188,9.763333320617676,4.070000171661377,5.293333530426025,37.880001068115234,0,84.81737518310547,71.87892150878906,1.351457563598089,9.46998405456543
18195.666015625,41.91059875488281,36.08333206176758,-0.7066667079925537,5.0966668128967285,15.673333168029785,0.4139053523540497,50.46357727050781,55.32906723022461,1.351457563598089,9.46998405456543
80202.6640625,23.051868438720703,18.123332977294922,-1.8399999141693115,2.9033334255218506,14.316666603088379,67.463348388671875,13.43655014038086,65.02046966552734,1.351457563598089,9.46998405456543
919597.6875,8.715211868286133,2.18666672706604,-0.10333333164453506,9.893333435058594,10.836666107177734,0,71.669281005859375,31.790618896484375,1.351457563598089,9.46998405456543
